Affymetrix Gene ID,index,Y,O2,Old,O2/Y,Old/Y,Score(d),q-value (%),FlyBase,Gene Symbol,LocusLink,EC Number,Biological Process (GO),Cellular Component (GO),Molecular Function (GO),Pathways KEGG,InterPro,Pfam,BLOCKS,SCOP
147320_at,6121,111,89,169,-1.2,1.5,2.786238425,0.012093869,FBgn0034143,CG8303,36858,,,,,,IPR001993 // Mitochondrial substrate carrier /// IPR004262 // Male sterility protein,Sterile // Male sterility protein;2.3e-86,IPB002225 // 3-Beta hydroxysteroid dehydrogenase/isomerase family;0.0015,"d1kepa_ // c.2.1.2 // dTDP-glucose 4,6-dehydratase (RmlB) ;3.91e-31"
151429_at,10230,5115,7627,7806,1.5,1.5,4.789507496,0.012093869,FBgn0040968,CG14933,50442,,,,,,"IPR002350 // Serine protease inhibitor, Kazal type",kazal // Kazal-type serine protease inhibitor domain;3.7e-05,IPB002350 // Kazal-type serine protease inhibitor family;6e-08,d1pce__ // g.15.1.1 // PEC-60 peptide ;9.79e-08
143668_at,2469,50,67,75,1.4,1.5,3.955730656,0.012093869,FBgn0011638,La,35305,,,5634 // nucleus // non-traceable author statement,3723 // RNA binding // inferred from sequence similarity /// 3676 // nucleic acid binding // extended:Unknown; rrm; 2e-09 /// 3718 // Pol III transcription termination factor // inferred from sequence similarity /// 8098 // 5S RNA primary transcript binding // inferred from direct assay /// 8098 // 5S RNA primary transcript binding // non-traceable author statement /// 3718 // Pol III transcription termination factor // non-traceable author statement /// 3723 // RNA binding // non-traceable author statement,,IPR000504 // RNA-binding region RNP-1  (RNA recognition motif) /// IPR002344 // Lupus La protein,"rrm // RNA recognition motif. (a.k.a. RRM, RBD, or;2e-09",PR00302 // Lupus La protein signature;5e-53,
144223_at,3024,32,46,49,1.4,1.5,3.687438824,0.012093869,FBgn0028515,BG:DS07473.2,34953,,,,,,,,,
154916_at,13717,147,203,223,1.4,1.5,3.476786112,0.012093869,FBgn0034431,CG7417,37216,,,5634 // nucleus // inferred from sequence similarity,3700 // transcription factor // inferred from sequence similarity,,"IPR003892 // Ubiquitin system component Cue /// IPR001876 // Zn-finger, Ran-binding",CUE // CUE domain;4.3e-08,PR00308 // Type I antifreeze protein signature;0.0067,
152626_at,11427,1,1,1,-1.1,1.5,1.913688946,0.113709548,FBgn0037396,CG11459,40741,EC:3.4.22.15    ,,,4217 // cathepsin L // non-traceable author statement /// 4218 // cathepsin S // extended:Unknown; 3.4.22.27; 2.6e-83 /// 4218 // cathepsin S // extended:Unknown; 3.4.22.27; 2.86e-84 /// 8234 // cysteine-type peptidase // extended:inferred from electronic annotation; Peptidase_C1; 7.2e-75,,IPR000169 // Eukaryotic thiol (cysteine) protease  /// IPR000668 // Papain cysteine protease (C1),Peptidase_C1 // Papain family cysteine protease;7.2e-75,PR00705 // Papain cysteine protease (C1) family signature;8.9e-13,d1mema_ // d.3.1.1 // (Pro)cathepsin K ;1.06e-65
142672_at,1473,17,15,26,-1.2,1.5,3.320370767,0.012093869,FBgn0039099,CG10157,42788,,,,,,IPR004911 // Gamma interferon inducible lysosomal thiol reductase GILT,GILT // Gamma interferon inducible lysosomal thiol r;6.8e-56,IPB001853 // DSBA oxidoreductase;0.0036,
147043_at,5844,174,219,264,1.3,1.5,2.063187675,0.0517743,FBgn0033659,Damm,36266,EC:3.4.22       ,6917 // induction of apoptosis // inferred from mutant phenotype /// 6915 // apoptosis // inferred from genetic interaction,,4199 // caspase // inferred from sequence similarity /// 4199 // caspase // non-traceable author statement /// 4199 // caspase // inferred from direct assay,,"IPR002138 // Caspase-1p10 /// IPR001309 // Caspase-1, p20 /// IPR002398 // Caspase-1",ICE_p20 // ICE-like protease (caspase) p20 domain;7.9e-10  /// ICE_p10 // ICE-like protease (caspase) p10 domain;5e-14,PR00376 // Interleukin-1B converting enzyme signature;6.4e-18,
150343_at,9144,167,212,253,1.3,1.5,2.101862708,0.0517743,FBgn0038930,CG5778,42598,,,,,,IPR002952 // Eggshell protein,,IPB002989 // Mycobacterial pentapeptide repeats;0.0044,
142139_at,940,1818,1682,2754,-1.1,1.5,6.45982504,0.012093869,FBgn0029549,CG3699,,,,,,,,,,
152280_at,11081,117,124,176,1.1,1.5,3.571211722,0.012093869,FBgn0030355,CG2467,32154,,,,,,IPR001507 // Endoglin/CD105 antigen,,IPB002999 // Tudor domain;0.00027,
146461_at,5262,243,339,367,1.4,1.5,2.700134387,0.012093869,FBgn0032726,CG10621,35152,EC:2.1.1        ,,,16205 // selenocysteine methyltransferase // inferred from sequence similarity /// 8898 // homocysteine S-methyltransferase // extended:Unknown; 2.1.1.10; 1.6e-92 /// 8898 // homocysteine S-methyltransferase // extended:Unknown; S-methyl_trans; 2.3e-59 /// 8898 // homocysteine S-methyltransferase // extended:Unknown; 2.1.1.10; 1.05e-83,,IPR003726 // Homocysteine S-methyltransferase,S-methyl_trans // Homocysteine S-methyltransferase;2.3e-59,IPB003726 // Homocysteine S-methyltransferase;7.2e-27,
151433_at,10234,1174,1707,1774,1.5,1.5,3.407839039,0.012093869,FBgn0040972,CG16978,50446,,,,,,,,,
152356_at,11157,27,33,40,1.2,1.5,2.817670744,0.012093869,FBgn0035646,CG10487,,EC:2.3.2.5      ,,,,,,,,
152661_at,11462,39,47,58,1.2,1.5,2.43749785,0.012093869,FBgn0030749,Anxb11,32612,,,,5509 // calcium ion binding // extended:inferred from electronic annotation; annexin; 1.3e-34 /// 3779 // actin binding // inferred from sequence similarity /// 5544 // calcium-dependent phospholipid binding // non-traceable author statement,,"IPR002392 // Annexin, type V /// IPR001464 // Annexin /// IPR002965 // Proline-rich extensin /// IPR006025 // Neutral zinc metallopeptidases, zinc-binding region /// IPR002395 // HMW kininogen",annexin // Annexin;3.4e-126,IPB001464 // Annexin family;1.6e-121       /// IPB001359 // Synapsin;0.0013,d1i4aa_ // a.65.1.1 // Annexin IV ;7.52e-117  /// d1i4aa_ // a.65.1.1 // Annexin IV ;3.87e-118
152616_at,11417,422,502,636,1.2,1.5,2.513480479,0.012093869,FBgn0028540,BG:DS00797.2,34779,,,,4034 // aldose 1-epimerase // extended:traceable author statement; Aldose_epim; 2.1e-53,,IPR001823 // Aldose 1-epimerase,Aldose_epim // Aldose 1-epimerase;2.1e-53,IPB003843 // UPF0010_DUF;2.8e-65,
152023_at,10824,10,10,15,-1.0,1.5,4.02445139,0.012093869,FBgn0031933,CG7068,,,,,,,,,,
141806_at,607,48,59,72,1.2,1.5,2.94343724,0.012093869,FBgn0036635,CG4526,,,,,,,,,,
146262_at,5063,270,238,406,-1.1,1.5,5.217042587,0.012093869,FBgn0032387,CG16965,34607,EC:3.2.1.28     ,,,"4555 // alpha,alpha-trehalase // inferred from sequence similarity",MAP00500 // Starch and sucrose metabolism,"IPR005195 // Glycoside hydrolase, family 65, central catalytic",Glyco_hydro_65m // Glycosyl hydrolase family 65 central;4.6e-181,,"d1h54a1 // a.102.1.4 // Lactobacillus maltose phosphorylase, central domain ;7.95e-117"
147473_at,6274,0,1,10,5.4,93.9,1.823865519,0.255501987,FBgn0034407,DptB,37184,,6961 // antibacterial humoral response (sensu Invertebrata) // inferred from sequence similarity,,3797 // antibacterial peptide // inferred from sequence similarity,,"IPR005521 // Attacin, C-terminal region","Attacin_C // Attacin, C-terminal region;1.7e-12",,
143770_at,2571,192,662,3454,3.5,18.0,2.023318731,0.0517743,FBgn0014865,Mtk,36708,,6966 // antifungal humoral response (sensu Invertebrata) // non-traceable author statement /// 6961 // antibacterial humoral response (sensu Invertebrata) // non-traceable author statement /// 6966 // antifungal humoral response (sensu Invertebrata) // inferred from expression pattern /// 6961 // antibacterial humoral response (sensu Invertebrata) // inferred from expression pattern,,3799 // antifungal peptide // inferred from expression pattern /// 8224 // Gram-positive antibacterial peptide // non-traceable author statement /// 3799 // antifungal peptide // inferred from direct assay /// 8224 // Gram-positive antibacterial peptide // inferred from direct assay,,,,,
143607_at,2408,106,173,1100,1.6,10.4,8.02788877,0.012093869,FBgn0010385,Def,36047,,6961 // antibacterial humoral response (sensu Invertebrata) // inferred from sequence similarity /// 6965 // anti-Gram-positive bacterial polypeptide induction // non-traceable author statement /// 6961 // antibacterial humoral response (sensu Invertebrata) // inferred from expression pattern,,3797 // antibacterial peptide // traceable author statement /// 3797 // antibacterial peptide // inferred from sequence similarity /// 8224 // Gram-positive antibacterial peptide // inferred from direct assay,,IPR001542 // Arthropod defensin /// IPR003614 // Knottin,Arthro_defensin // Arthropod defensin;1.6e-13,IPB001542 // Arthropod defensin;4.6e-20,d1ica__ // g.3.7.4 // Defensin A ;8.65e-15
147150_at,5951,397,675,2706,1.7,6.8,2.834987874,0.012093869,FBgn0033833,CG4740,,,,,,,,,,
151036_f_at,9837,167,625,1103,3.7,6.6,5.834780119,0.012093869,FBgn0040549,CG5834,,,,,,,,,,
147220_s_at,6021,38,121,225,3.2,6.0,1.912295317,0.113709548,FBgn0033959,CG18372,,,,,,,,,,
153731_at,12532,649,1596,3644,2.5,5.6,2.737937279,0.012093869,FBgn0001225,Hsp26,39075,,9408 // response to heat // inferred from sequence similarity /// 9408 // response to heat // non-traceable author statement,,3773 // heat shock protein // non-traceable author statement /// 3773 // heat shock protein // inferred from sequence similarity,,IPR000531 // TonB-dependent receptor protein /// IPR001436 // Alpha crystallin /// IPR002068 // Heat shock protein Hsp20,HSP20 // Hsp20/alpha crystallin family;2.3e-48,IPB002068 // Heat shock hsp20 (alpha crystallin) proteins family;1.1e-15,d1shsa_ // b.15.1.1 // Small heat shock protein ;2.33e-07
150682_at,9483,1847,10096,9790,5.5,5.3,6.27080166,0.012093869,FBgn0039452,CG14245,43219,,,,,,,,,
143197_at,1998,272,817,1352,3.0,5.0,2.873419015,0.012093869,FBgn0001230,Hsp68,42852,,9408 // response to heat // inferred from sequence similarity /// 9408 // response to heat // non-traceable author statement,,3773 // heat shock protein // non-traceable author statement /// 3773 // heat shock protein // inferred from sequence similarity,,IPR001023 // Heat shock protein Hsp70,HSP70 // Hsp70 protein;0,IPB003494 // Cell division protein FtsA;6.4e-06,"d1ckra_ // e.20.1.1 // DnaK ;2.2e-66  /// d1bupa1 // c.55.1.1 // Heat shock protein 70kDa, ATPase fragment ;3.21e-79"
145820_at,4621,87,156,434,1.8,5.0,2.70656462,0.012093869,FBgn0031701,TotM,33764,,16065 // humoral defense mechanism (sensu Invertebrata) // non-traceable author statement,,,,,,,
152245_at,11046,222,387,1086,1.7,4.9,7.65603252,0.012093869,FBgn0033857,CG13335,36511,,,,,,,,,
141374_at,175,1,3,4,2.9,4.7,1.720209771,0.255501987,FBgn0012042,AttA,36636,,6961 // antibacterial humoral response (sensu Invertebrata) // non-traceable author statement /// 6961 // antibacterial humoral response (sensu Invertebrata) // inferred from expression pattern,,8225 // Gram-negative antibacterial peptide // inferred from expression pattern /// 8225 // Gram-negative antibacterial peptide // non-traceable author statement /// 3797 // antibacterial peptide // non-traceable author statement,,"IPR005520 // Attacin, N-terminal region /// IPR005521 // Attacin, C-terminal region","Attacin_N // Attacin, N-terminal region;3.7e-32  /// Attacin_C // Attacin, C-terminal region;6.2e-70",,
149782_at,8583,187,425,820,2.3,4.4,3.269424405,0.012093869,FBgn0038059,CG6489,,,,,,,,,,
147951_at,6752,79,120,323,1.5,4.1,5.389767123,0.012093869,FBgn0035176,CG13905,38107,,,,,,,,,
151069_at,9870,1,2,4,1.6,4.1,4.99258732,0.012093869,FBgn0040582,CG5791,50055,,,,,,,,,
149794_at,8595,1,1,4,1.5,4.0,6.422731284,0.012093869,FBgn0038074,CG6188,41561,EC:2.1.1.20     ,,,17174 // glycine N-methyltransferase // inferred from sequence similarity,"MAP00260 // Glycine, serine and threonine metabolism",IPR000051 // SAM (and some other nucleotide) binding motif /// IPR001601 // Generic methyltransferase,,IPB000339 // ubiE/COQ5 methyltransferase family;1.9e-06,d1xvaa_ // c.66.1.5 // Glycine -methyltransferase ;5.14e-46
151767_at,10568,71,346,270,4.8,3.8,6.573175543,0.012093869,FBgn0010222,Nmdmc,47895,EC:1.5.1.5      ,,5739 // mitochondrion // inferred from sequence similarity /// 5739 // mitochondrion // non-traceable author statement,4488 // methylenetetrahydrofolate dehydrogenase (NADP+) // non-traceable author statement /// 3824 // enzyme // extended:inferred from electronic annotation; THF_DHG_CYH; 1.6e-68 /// 287 // magnesium binding // non-traceable author statement /// 4488 // methylenetetrahydrofolate dehydrogenase (NADP+) // inferred from sequence similarity /// 4477 // methenyltetrahydrofolate cyclohydrolase // non-traceable author statement /// 4477 // methenyltetrahydrofolate cyclohydrolase // inferred from sequence similarity /// 3824 // enzyme // extended:inferred from electronic annotation; THF_DHG_CYH; 2.9e-70 /// 4487 // methylenetetrahydrofolate dehydrogenase (NAD+) // non-traceable author statement,MAP00630 // Glyoxylate and dicarboxylate metabolism /// MAP00630 // Glyoxylate and dicarboxylate metabolism /// MAP00670 // One carbon pool by folate /// MAP00670 // One carbon pool by folate,IPR000672 // Tetrahydrofolate dehydrogenase/cyclohydrolase,THF_DHG_CYH_C // Tetrahydrofolate dehydrogenase/cyclohyd;7.6e-112  /// THF_DHG_CYH // Tetrahydrofolate dehydrogenase/cyclohyd;2.9e-70  /// THF_DHG_CYH // Tetrahydrofolate dehydrogenase/cyclohyd;1.6e-68,IPB000672 // Tetrahydrofolate dehydrogenase/cyclohydrolase;3.9e-129,d1b0aa2 // c.58.1.2 // Tetrahydrofolate dehydrogenase/cyclohydrolase ;8.94e-38  /// d1b0aa1 // c.2.1.7 // Methylenetetrahydrofolate dehydrogenase/cyclohydrolase ;7.04e-54  /// d1b0aa2 // c.58.1.2 // Tetrahydrofolate dehydrogenase/cyclohydrolase ;8.74e-38  /// d1b0aa1 // c.2.1.7 // Methylenetetrahydrofolate dehydrogenase/cyclohydrolase ;7.28e-54
143605_at,2406,1454,3380,5483,2.3,3.8,2.885083299,0.012093869,FBgn0010381,Drs,38419,,6966 // antifungal humoral response (sensu Invertebrata) // non-traceable author statement /// 6966 // antifungal humoral response (sensu Invertebrata) // inferred from expression pattern,,3799 // antifungal peptide // inferred from expression pattern /// 3799 // antifungal peptide // inferred from sequence similarity /// 3799 // antifungal peptide // non-traceable author statement /// 3799 // antifungal peptide // inferred from direct assay,,IPR002118 // Gamma thionin /// IPR003614 // Knottin,,IPB002118 // Gamma-thionins family;0.0061,d1myn__ // g.3.7.4 // Drosomycin ;3.24e-22
152598_at,11399,392,2559,1421,6.5,3.6,5.770356314,0.012093869,FBgn0034335,GstE1,37106,EC:2.5.1.18     ,,,4364 // glutathione transferase // non-traceable author statement /// 4364 // glutathione transferase // inferred from sequence similarity,MAP00480 // Glutathione metabolism,"IPR004045 // Glutathione S-transferase, N-terminal /// IPR004046 // Glutathione S-transferase, C-terminal","GST_N // Glutathione S-transferase, N-terminal domain;3.4e-19  /// GST_C // Glutathione S-transferase, C-terminal domain;3.9e-09",IPB001662 // Elongation factor 1 gamma chain;8.7e-06,d1e6ba2 // c.47.1.5 // Glutathione S-transferase ;9.84e-23  /// d1ljra1 // a.45.1.1 // Glutathione S-transferase ;2.02e-35
153761_at,12562,191,719,676,3.8,3.5,10.44794113,0.012093869,FBgn0039241,CG11089,42973,EC:2.1.2.3      ,,,4643 // phosphoribosylaminoimidazole-carboxamide formyltransferase // inferred from sequence similarity /// 3824 // enzyme // extended:inferred from electronic annotation; MGS; 1.2e-50 /// 3937 // IMP cyclohydrolase // inferred from sequence similarity,MAP00230 // Purine metabolism /// MAP00230 // Purine metabolism /// MAP00670 // One carbon pool by folate,IPR004362 // Methylglyoxal synthase-like domain /// IPR002695 // AICARFT/IMPCHase bienzyme,AICARFT_IMPCHas // AICARFT/IMPCHase bienzyme;1.3e-179  /// MGS // MGS-like domain;1.2e-50,IPB000384 // Methylglyoxal synthase active site;2.3e-05,d1g8ma1 // c.24.1.3 // IMP cyclohydrolase domain of bifunctional purine biosynthesis enzyme ATIC ;1.3e-78
148484_at,7285,693,2843,2386,4.1,3.4,6.212840554,0.012093869,FBgn0036030,CG6767,39132,EC:2.7.6.1      ,9116 // nucleoside metabolism // extended:inferred from electronic annotation; Pribosyltran; 8.1e-38,,4749 // ribose-phosphate pyrophosphokinase // inferred from sequence similarity,MAP00030 // Pentose phosphate pathway /// MAP00230 // Purine metabolism,IPR000842 // Phosphoribosyl pyrophosphate synthetase /// IPR005946 // Ribose-phosphate pyrophosphokinase /// IPR000836 // Phosphoribosyltransferase,Pribosyltran // Phosphoribosyl transferase domain;8.1e-38,IPB000842 // Phosphoribosyl pyrophosphate synthetase;2.8e-183       /// IPB000842 // Phosphoribosyl pyrophosphate synthetase;4.1e-183,d1dkra1 // c.61.1.2 // Phosphoribosylpyrophosphate synthetase ;9.85e-59  /// d1dkra1 // c.61.1.2 // Phosphoribosylpyrophosphate synthetase ;4.73e-65
147151_at,5952,2030,5361,6481,2.6,3.2,3.90804121,0.012093869,FBgn0033835,CG18279,36486,,,,,,,,,
143835_at,2636,221,358,682,1.6,3.1,3.837680695,0.012093869,FBgn0015657,DnaJ-1,38643,,,5737 // cytoplasm // non-traceable author statement,3754 // chaperone // non-traceable author statement /// 3773 // heat shock protein // inferred from sequence similarity,,"IPR001623 // Heat shock protein DnaJ, N-terminal /// IPR003095 // Heat shock protein DnaJ  /// IPR002939 // Chaperone DnaJ, C-terminal",DnaJ_C // DnaJ C terminal region;1.8e-09  /// DnaJ // DnaJ domain;2e-38,IPB001623 // DnaJ N-terminal domain;2.2e-25,d1hdj__ // a.2.3.1 // HSP40 ;2.52e-27  /// d1c3ga1 // b.4.1.1 // Heat shock protein 40 Sis1 ;1.43e-26
149518_at,8319,18,36,53,2.0,3.0,6.64942418,0.012093869,FBgn0037612,CG8112,41033,EC:2.3.1.26     ,,,4772 // sterol O-acyltransferase // inferred from sequence similarity,MAP00120 // Bile acid biosynthesis,IPR002688 // Sterol/diacylglycerol O-acyltransferase,MBOAT // MBOAT family;2.3e-15,IPB002688 // Sterol/diacylglycerol O-acyltransferase;1.2e-107,
151830_at,10631,743,5234,2185,7.0,2.9,18.44776008,0.012093869,FBgn0011296,l(2)efl,37744,,,,3773 // heat shock protein // non-traceable author statement,,IPR001436 // Alpha crystallin /// IPR002068 // Heat shock protein Hsp20,HSP20 // Hsp20/alpha crystallin family;4.3e-35  /// HSP20 // Hsp20/alpha crystallin family;1.7e-07,IPB002068 // Heat shock hsp20 (alpha crystallin) proteins family;5.2e-14,
144521_at,3322,25,72,72,2.9,2.9,6.926881564,0.012093869,FBgn0029766,CG15784,31461,,,,,,,,PR01449 // Calcium-activated BK potassium channel alpha subunit signature;0.0011,
145546_i_at,4347,964,1514,2789,1.6,2.9,3.744248732,0.012093869,FBgn0031277,CG13947,33250,,,,,,,,IPB001073 // Complement C1q protein;0.00068,
153122_at,11923,489,2131,1410,4.4,2.9,7.849100481,0.012093869,FBgn0000052,ade2,33847,EC:6.3.5.3      ,6189 // 'de novo' IMP biosynthesis // non-traceable author statement /// 6189 // 'de novo' IMP biosynthesis // inferred from sequence similarity,,3824 // enzyme // extended:inferred from electronic annotation; AIRS; 5.6e-32 /// 4642 // phosphoribosylformylglycinamidine synthase // inferred from sequence similarity /// 4642 // phosphoribosylformylglycinamidine synthase // non-traceable author statement,MAP00230 // Purine metabolism,IPR000728 // AIR synthase related protein,"AIRS_C // AIR synthase related protein, C-terminal dom;1.7e-43  /// AIRS // AIR synthase related protein, N-terminal dom;5.6e-32",,d1k9vf_ // c.23.16.1 // GAT subunit (or domain) of imidazoleglycerolphosphate synthase HisF ;5.6e-10  /// d1jvna2 // c.23.16.1 // GAT subunit (or domain) of imidazoleglycerolphosphate synthase HisF ;5.14e-16
150041_at,8842,120,395,335,3.3,2.8,9.075962086,0.012093869,FBgn0038467,CG3590,42051,EC:4.3.2.2      ,,,3824 // enzyme // extended:inferred from electronic annotation; lyase_1; 8.7e-97 /// 4018 // adenylosuccinate lyase // inferred from sequence similarity,MAP00230 // Purine metabolism /// MAP00252 // Alanine and aspartate metabolism,IPR004769 // Adenylosuccinate lyase /// IPR000362 // Fumarate lyase,lyase_1 // Lyase;8.7e-97,IPB000362 // Fumarate lyase;1.7e-13,d1dofa_ // a.127.1.1 // Adenylosuccinate lyase ;1.57e-97
143062_at,1863,3,17,9,5.1,2.7,13.93684556,0.012093869,FBgn0000053,ade3,33986,EC:2.1.2.2      ,6189 // 'de novo' IMP biosynthesis // non-traceable author statement /// 6189 // 'de novo' IMP biosynthesis // inferred from sequence similarity,,4641 // phosphoribosylformylglycinamidine cyclo-ligase // non-traceable author statement /// 4637 // phosphoribosylamine-glycine ligase // non-traceable author statement /// 4641 // phosphoribosylformylglycinamidine cyclo-ligase // inferred from sequence similarity /// 4644 // phosphoribosylglycinamide formyltransferase // non-traceable author statement /// 4644 // phosphoribosylglycinamide formyltransferase // inferred from sequence similarity /// 4637 // phosphoribosylamine-glycine ligase // inferred from sequence similarity,MAP00230 // Purine metabolism /// MAP00230 // Purine metabolism /// MAP00230 // Purine metabolism /// MAP00670 // One carbon pool by folate,"IPR000115 // Phosphoribosylglycinamide synthetase /// IPR002376 // Formyl transferase, N-terminal /// IPR004733 // Phosphoribosylformylglycinamidine cyclo-ligase /// IPR004607 // Phosphoribosylglycinamide formyltransferase /// IPR001555 // Phosphoribosylglycinamide formyltransferase, active site /// IPR000728 // AIR synthase related protein","AIRS // AIR synthase related protein, N-termina;1.1e-85  /// GARS_N // Phosphoribosylglycinamide synthetase, N;1.6e-65  /// GARS_B // Phosphoribosylglycinamide synthetase, B;6.9e-49  /// AIRS_C // AIR synthase related protein, C-termina;1.7e-71  /// formyl_transf // Formyl transferase;7.3e-101  /// GARS // Phosphoribosylglycinamide synthetase, A;6.3e-99  /// GARS_C // Phosphoribosylglycinamide synthetase, C;1.2e-46",IPB001359 // Synapsin;0.0059,"d1clia2 // d.139.1.1 // Aminoimidazole ribonucleotide synthetase (PurM) C-terminal domain ;3.03e-54  /// d1jkxa_ // c.65.1.1 // Glycinamide ribonucleotide transformylase, GART ;3.47e-60  /// d1clia1 // d.79.4.1 // Aminoimidazole ribonucleotide synthetase (PurM) N-terminal domain ;1.83e-50  /// d1gsoa3 // d.142.1.2 // Glycinamide ribonucleotide synthetase (GAR-syn) ;2.65e-63  /// d1gsoa1 // b.84.2.1 // Glycinamide ribonucleotide synthetase (GAR-syn). ;3.93e-09  /// d1gsoa2 // c.30.1.1 // Glycinamide ribonucleotide synthetase (GAR-syn). ;4.33e-32  /// d1clia1 // d.79.4.1 // Aminoimidazole ribonucleotide synthetase (PurM) N-terminal domain ;1.24e-44"
147685_at,6486,138,240,368,1.7,2.7,3.782589798,0.012093869,FBgn0034741,CG4269,37578,,,,,,,,,
147128_r_at,5929,1,1,2,1.6,2.6,1.68654978,0.255501987,FBgn0033789,CG13324,36434,,,,,,,,,
153144_at,11945,1135,2853,2916,2.5,2.6,6.123925047,0.012093869,FBgn0014455,Ahcy13,32471,EC:3.3.1.1      ,,,4013 // adenosylhomocysteinase // inferred from sequence similarity /// 4013 // adenosylhomocysteinase // non-traceable author statement,MAP00271 // Methionine metabolism /// MAP00450 // Selenoamino acid metabolism,IPR000043 // S-adenosyl-L-homocysteine hydrolase,AdoHcyase // S-adenosyl-L-homocysteine hydrolase;0,IPB001625 // Glutamate/leucine/phenylalanine/valine dehydrogenase;8.1e-05,d1b3ra2 // c.23.12.3 // S-adenosylhomocystein hydrolase ;2.88e-128  /// d1b3ra1 // c.2.1.4 // S-adenosylhomocystein hydrolase ;5.56e-64
147431_at,6232,913,2338,2306,2.6,2.5,2.240333008,0.03365406,FBgn0034329,IM1,37100,,6952 // defense response // inferred from direct assay,5576 // extracellular // inferred from direct assay,3793 // defense/immunity protein // inferred from direct assay,,,,,
152122_at,10923,254,438,635,1.7,2.5,4.496465157,0.012093869,FBgn0034296,CG10912,37059,,,,,,,,PR01089 // Neuregulin family signature;0.00035,
151211_at,10012,3223,8394,8047,2.6,2.5,4.713439457,0.012093869,FBgn0040736,CG16844,50209,,,,,,,,,
146257_at,5058,295,1198,734,4.1,2.5,5.629878847,0.012093869,FBgn0032382,CG14935,34598,EC:3.2.1.20     ,,,4558 // alpha-glucosidase // inferred from sequence similarity /// 4556 // alpha-amylase // extended:inferred from mutant phenotype; alpha-amylase; 2.5e-107,MAP00052 // Galactose metabolism /// MAP00500 // Starch and sucrose metabolism,"IPR001230 // Prenyl group binding site (CAAX box) /// IPR006047 // Alpha amylase, catalytic domain","alpha-amylase // Alpha amylase, catalytic domain;2.5e-107","IPB002044 // Glycosyl hydrolase, starch-binding domain;0.005","d1uok_2 // c.1.8.1 // Oligo-1,6, glucosidase ;3.55e-132  /// d1uok_2 // c.1.8.1 // Oligo-1,6, glucosidase ;5.16e-132"
144561_at,3362,407,967,992,2.4,2.4,4.665705058,0.012093869,FBgn0029823,CG3011,31524,EC:2.1.2.1      ,,,4372 // glycine hydroxymethyltransferase // inferred from sequence similarity,"MAP00260 // Glycine, serine and threonine metabolism /// MAP00310 // Lysine degradation /// MAP00460 // Cyanoamino acid metabolism /// MAP00670 // One carbon pool by folate /// MAP00680 // Methane metabolism",IPR001085 // Glycine hydroxymethyltransferase,SHMT // Serine hydroxymethyltransferase;1.8e-273,IPB001085 // Serine hydroxymethyltransferase (SHMT);2.4e-154,d1cj0a_ // c.67.1.4 // Serine hydroxymethyltransferase ;9.07e-189
145307_at,4108,1060,2078,2558,2.0,2.4,3.052271263,0.012093869,FBgn0030929,CG15043,32835,,,,,,,,,
151209_at,10010,4823,8464,11399,1.8,2.4,3.709373183,0.012093869,FBgn0040734,CG15065,50207,,,,,,,,,
152669_at,11470,718,2032,1677,2.8,2.3,6.588648063,0.012093869,FBgn0020385,pug,41279,EC:1.5.1.5      ,,,4487 // methylenetetrahydrofolate dehydrogenase (NAD+) // extended:inferred from electronic annotation; 1.5.1.15; 3.8e-119 /// 3824 // enzyme // extended:inferred from electronic annotation; THF_DHG_CYH; 3e-71 /// 4488 // methylenetetrahydrofolate dehydrogenase (NADP+) // inferred from sequence similarity /// 4487 // methylenetetrahydrofolate dehydrogenase (NAD+) // extended:inferred from electronic annotation; 1.5.1.15; 2.83e-115 /// 4329 // formate-tetrahydrofolate ligase // inferred from sequence similarity /// 4477 // methenyltetrahydrofolate cyclohydrolase // inferred from sequence similarity /// 8168 // methyltransferase // extended:inferred from electronic annotation; Methyltransf_5; 2.9e-91,MAP00630 // Glyoxylate and dicarboxylate metabolism /// MAP00630 // Glyoxylate and dicarboxylate metabolism /// MAP00630 // Glyoxylate and dicarboxylate metabolism /// MAP00670 // One carbon pool by folate /// MAP00670 // One carbon pool by folate /// MAP00670 // One carbon pool by folate /// MAP00790 // Folate biosynthesis,"IPR000672 // Tetrahydrofolate dehydrogenase/cyclohydrolase /// IPR000559 // Formate-tetrahydrofolate ligase, FTHFS /// IPR002903 // Bacterial methyltransferase",THF_DHG_CYH // Tetrahydrofolate dehydrogenase/cyclohyd;3e-71  /// THF_DHG_CYH_C // Tetrahydrofolate dehydrogenase/cyclohyd;8.8e-114  /// FTHFS // Formate--tetrahydrofolate ligase;0,IPB002903 // Methyltransferase family;9.3e-80       /// IPB000672 // Tetrahydrofolate dehydrogenase/cyclohydrolase;6.4e-120,d1a4ia1 // c.2.1.7 // Methylenetetrahydrofolate dehydrogenase/cyclohydrolase ;2.01e-59  /// d1eg7a_ // c.37.1.10 // Formyltetrahydrofolate synthetase ;2.08e-226  /// d1a4ia2 // c.58.1.2 // Tetrahydrofolate dehydrogenase/cyclohydrolase ;2.83e-39
